icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model, typecode, registration
e02193,1662071809.0,,1662073358,,LQBFS   ,SABE,,,,Learjet 40,LJ40,LQ-BFS
0101bd,1662051893.0,,1662062067,,MSR968  ,,,,,Boeing 737NG 800/W,B738,SU-GEM
02a1b4,1662067829.0,1662067804.0,1662073165,,LBT521  ,LFPG,LFPG,,DTTA,A320-214,A320,02a1b4
074045,1662009428.0,,1662047486,,SEY9505 ,OMDW,,,,Airbus A320-251N,A20N,S7-VEV
096023,1662051395.0,,1662057199,,TCV607  ,LPPT,,,,,,
152013,1662059807.0,,1662062695,,AFL2936 ,,,,,A320-214 ,A320,RA-73747
152057,1662062089.0,,1662063896,,SVR255  ,,,,,,,
151ef2,1662045328.0,,1662047544,,SBI5235 ,,,,,,,
394a0a,1662038465.0,1662038424.0,1662045472,,AFR702  ,LFPG,LFPG,,DIAP,777 328ER,B77W,F-GSQK
45ac34,1662061393.0,,1662064700,,SAS86K  ,ESSA,,,,A320 232,A320,OY-KAT
471f6b,1662066267.0,,1662076530,,WZZ272N ,,,,,A321 231SL,A321,HA-LXJ
4785bf,1662064004.0,,1662065669,,WIF29M  ,ENBR,,,,Bombardier DHC-8 402 NG,DH8D,LN-WDI
4ba975,1662067713.0,,1662069147,,THY7FG  ,LTFJ,,,,,,TC-JKU
4bb866,1662071584.0,,1662074757,,PGT99P  ,,,OJAM,,A320-251N,A20N,TC-NCF
4baac9,1662072886.0,,1662074008,,THY4AZ  ,,,,,Boeing 737NG 8F2/W,B738,TC-JVI
4ca215,1662067628.0,,1662076602,,EIN4GJ  ,,,EIDW,,A320-214,A320,EI-DEG
4ca6aa,1662058839.0,,1662064019,,RYR3574 ,LFOB,,,,BOEING 737-8AS,B738,EI-DYW
4ca853,1662061909.0,,1662069778,,RYR28DU ,LFBD,,,,BOEING 737-8AS,B738,EI-EMK
70c0fd,1662041034.0,,1662047266,,OMA816  ,VTBS,,,,787-9 Dreamliner,B789,A4O-SG
780971,1662036038.0,,1662044096,,CCA622  ,VTBS,,,,A330 343E,A333,B-5916
8470a0,1662073073.0,,1662075508,,ADO71   ,RJTT,,,,737NG 781/W,B737,JA16AN
862db6,1662072405.0,,1662074109,,JAL183  ,RJTT,,,,767 346ER,B763,JA658J
88819d,1662042959.0,,1662044657,,BAV281  ,,,,,Airbus A320-232,A320,VN-A584
a03ed2,1662062233.0,,1662063137,,AMX932  ,,,,,737-9,,N115AM
a13541,1662073614.0,,1662075268,,AAL2918 ,KPHX,,,,A319-112,,N177XF
a17545,1662075071.0,,1662076616,,WIG1049 ,KLEW,,KMHT,,99,BE99,N193WA
a23023,1662069087.0,,1662076641,,N240BL  ,KJNX,,KTYS,,DA 40 NG,,N240BL
a32010,1662054718.0,,1662057628,,N300HQ  ,KHND,,NV13,,BD-100-1A10,CL30,N300HQ
a2abda,1662071635.0,,1662072448,,SKW3548 ,KSLC,,,,ERJ 170-200 LR,,N271SY
a3ca43,1662029877.0,,1662032574,,UPS9862 ,,,,,767 34AF/W,B763,N343UP
a67023,1662070976.0,,1662076431,,N51386  ,KRNT,,KRNT,,177RG,,N51386
a78232,1662060563.0,,1662061677,,MTU83   ,41TN,,,,DA 40,,N583MT
aa630b,1662072953.0,,1662073702,,TAI573  ,MGGT,,,,A320-251N,,N769AV
ac97b1,1662061816.0,,1662063486,,N910LM  ,,,,,TBM 700,,N910LM
aba90f,1662051014.0,,1662053661,,N850TP  ,,,,,TBM 700,TBM8,N850TP
ad0fa7,1662074782.0,,1662076428,,N9401D  ,K63C,,KOSH,,PA-22-160,,N9401D
ad4afe,1662069839.0,,1662076256,,AAL642  ,KEWR,,KORD,,737-823,B738,N956AN
e49647,1662037932.0,,1662038988,,PPBRU   ,SBBR,,,,Honda HA-420 HondaJet,HDJT,PP-BRU
e49889,1662064935.0,,1662067540,,GLO2010 ,SBGL,,,,Boeing 737 MAX 8,B38M,PS-GPN
05e054,1662030760.0,,1662032788,,MAI147  ,GOBD,,,,Boeing 737NG 800/W,B738,5T-CLE
06a093,1662052015.0,,1662054767,,QTR52A  ,OTHH,,,,A320 232,A320,A7-AHI
15206c,1662061151.0,,1662065594,,SVR8969 ,UUDD,,,,Airbus A321-251NX,A21N,RA-73836
0a0097,1662044155.0,,1662045576,,7TVNM   ,DAAG,,,,Citation XLS+,C56X,7T-VNM
0d083f,1662074604.0,,1662075445,,SLI2455 ,,,,,EMB-190 LR,E190,XA-GAK
40772e,1662058838.0,,1662076690,,EZY1828 ,LLBG,,EGCC,,Airbus A320-251N,A20N,G-UZHY
4247b0,1662055304.0,,1662068964,,VPCZC   ,,LGAV,,OMAA,G650 ER,G650,VP-CZC
440829,1662066562.0,,1662070073,,AUA649  ,LOWW,,,,EMB-195 LR,E195,OE-LWM
4b8e0d,1662060082.0,,1662069910,,PGT1526 ,EDDK,,,,737NG 82R/W,B738,TC-CPM
4baa89,1662057608.0,,1662058857,,THY3GA  ,,,,,A321 231SL,A321,TC-JTI
4bab22,1662073315.0,,1662074667,,THY8KU  ,,,,,737NG 9F2ER/W,B739,TC-JYB
4d21ee,1662062994.0,,1662068179,,RYR68RN ,EBCI,,,,Boeing 737-8AS (W),B738,9H-QAF
4cabfe,1662044558.0,,1662072085,,KZR7819 ,,,,,Airbus A320-232,A320,EI-KBE
758081,1662071878.0,,1662073527,,GAP2889 ,RPLL,,,,A320 214,A320,RP-C8609
760918,1662064294.0,,1662065576,,PIA212  ,OMDB,,,,777 240ER,B772,AP-BHX
8007b2,1662069287.0,,1662074608,,IGO778  ,,,,,A320 232SL,A320,VT-IFK
8007f6,1662038374.0,,1662040739,,GOW519  ,VECC,,,,A320 214SL,A320,VT-GOO
84b940,1661995703.0,,1662000178,,JJP612  ,,,RJAA,,A320 232SL,A320,JA21JJ
7c1ca2,1662046601.0,,1662048206,,FD584   ,YPAD,,,,PC-12/47E,PC12,VH-FXW
7c7538,1662072723.0,,1662074486,,PY1988  ,YPPH,,,,DHC-8 102,DH8A,VH-XFU
8a0578,1662035544.0,,1662049918,,LNI084  ,,,,,A330 343E,A333,PK-LEH
a11a81,1662070825.0,,1662071879,,SKW3606 ,KSLC,,,,CL-600-2D24,CRJ9,N170PQ
a1e570,1662064938.0,,1662066928,,N221HJ  ,PANC,,,,FALCON 7X,FA7X,N221HJ
a31aa8,1662054837.0,,1662055723,,N3AH    ,,,,,300,BE30,N3AH
a427bc,1662066850.0,,1662069295,,EJA367  ,KGYY,,,,EMB-505,E55P,N367QS
a50ff5,1662064864.0,,1662076514,,UAL324  ,KTPA,,KDEN,,A320-232,A320,N425UA
a52b1f,1662065033.0,,1662070313,,LXJ432  ,KSAT,,,,EMB-545,,N432FX
a54ff9,1662075232.0,,1662076694,,SKW4321 ,KSLC,,,,CL-600-2B19,CRJ2,N441SW
a4acae,1662053122.0,,1662057460,,AAL432  ,KPHX,,,,A321-253NX,,N400AN
a67b81,1662050699.0,,1662052312,,ASA813  ,KLAX,,,,737-890,B738,N517AS
a79ea8,1662072578.0,,1662076228,,DAL1477 ,KATL,,KMCO,,757-351,B753,N590NW
aa73fc,1662071955.0,,1662076569,,N7728Y  ,KAIG,,LL53,,PA-30,,N7728Y
ac08b1,1662052277.0,,1662056185,,SWA1567 ,KPHX,,,,737-8,,N8748Q
ac9bb0,1662070174.0,,1662071051,,N911PJ  ,KBOI,,,,441,C441,N911PJ
c05e62,1662061739.0,,1662076299,,ROU1902 ,CYYJ,,CYYZ,,A321-211,,C-GJTH
c82347,1662036239.0,,1662047815,,ANZ282  ,NZAA,,,,787 9,B789,ZK-NZI
e065d3,1662066513.0,,1662068069,,ARG1690 ,SAEZ,,,,737NG 8LP/W,B738,LV-FWS
e1724f,1662057014.0,,1662058677,,LVWIO   ,SADF,,,,King Air B200,BE20,LV-WIO
e48baa,1662031690.0,,1662070914,,TAM8073 ,LIMC,,SBMT,,777 32WER,B77W,PT-MUH
151e23,1662065548.0,,1662066694,,TYA918  ,USSS,,,,Boeing 737-8AS,B738,RA-73251
39cea2,1662055581.0,1662055582.0,1662065549,,TVF31UX ,LFPO,LFPO,,LGSR,737NG 8K2/W,B738,F-HTVC
400382,1662073841.0,,1662076695,,IWY270  ,MBPV,,,,EMB-120 RT,E120,VQ-TBC
471f56,1662064088.0,,1662071249,,WZZ8305 ,EKCH,,,,A320 232,A320,HA-LWO
3c6917,1662017786.0,,1662022016,,MMD7960 ,LOWS,,,,E190LR,E190,D-AJHW
503e7c,1662054386.0,1662054359.0,1662065713,1662065861.0,SXS9VM  ,EDDR,EDDR,LTAI,LTAI,,,
511064,1662060883.0,,1662062665,,SZS1145 ,ESSA,,,,CRJ 900 LR NG,CRJ9,ES-ACB
4acac1,1662069857.0,,1662071309,,SWE04W  ,,,,,,PC24,SE-RVA
4ca8d7,1662050690.0,,1662058649,,RYR6383 ,EDSB,,,,BOEING 737-8AS,B738,EI-ENL
7020ac,1662049479.0,,1662056756,,UBG321  ,VGZR,,,,Boeing 737-8GJ,B738,S2-AJF
70c10b,1662053173.0,,1662074360,,OMS838  ,,,,,A320-251N ,A20N,A4O-OVF
7583aa,1662007253.0,,1662009646,,RPC8558 ,RPLL,,,,208 B,C208,RP-C8558
7609b3,1662052570.0,,1662054887,,PIA732  ,,,,,777 3Q8ER,B77W,AP-BMS
76d03a,1662005479.0,,1662006613,,TGW275  ,,,,,A320 232,A320,9V-TAZ
86cf91,1662069848.0,,1662073343,,SNJ51   ,RJTT,,,,737NG 86N/W,B738,JA809X
888144,1662037909.0,,1662039851,,PIC6013 ,VVNB,,,,A320 232SL,A320,VN-A568
899111,1662054879.0,,1662057143,,CAL5879 ,RCTP,,,,Boeing 747-409F,B744,B-18706
8990cd,1662014747.0,,1662018714,,EVA802  ,,,,,A330 203,A332,B-16312
8991aa,1662010578.0,,1662025834,,CAL732  ,WMKB,,,,A330 302,A333,B-18358
7c448e,1661990857.0,,1661991928,,GX202   ,YPKG,,,,200C,BE20,VH-NTS
7c7bce,1662073721.0,,1662075797,,VOZ1316 ,YMML,,,,BOEING 737-800,B738,VH-YQO
a025ec,1662048399.0,,1662055999,,N1088R  ,KBUF,,,,560XL,C56X,N1088R
a12d4b,1662074997.0,,1662076666,,N175RV  ,KHPN,,KHPN,,R44 II,R44,N175RV
a24971,1662075603.0,,1662076605,,N24658  ,KISM,,KORL,,182S,,N24658
a24b2c,1662062834.0,,1662067608,,N247N   ,KAPA,,,,PC-12/45,PC12,N247N
a276dd,1662075118.0,,1662076218,,SKW3752 ,KSLC,,,,EMB-175 200LR,E75L,N258SY
a2a38e,1662013957.0,,1662065059,,UAL1    ,KSFO,,,,787-9,B789,N26952
a48379,1662054109.0,,1662056259,,HAL29   ,KSEA,,,,A330-243,A332,N390HA
a4b59c,1662055662.0,,1662057905,,N402RX  ,KOLZ,,,,300,BE30,N402RX
a4bf70,1662035574.0,,1662037318,,KII830  ,KROC,,MA77,,737-436,,N405CK
ac006d,1662046270.0,,1662047938,,SWA950  ,KLAX,,,,737-8,,N8722L
ac54b1,1662047776.0,,1662049422,,FDX6015 ,RKSI,,,,777F,,N894FD
abf995,1662051058.0,,1662052769,,SWA1281 ,KOAK,,,,737-8,B38M,N8706W
add012,1662073914.0,,1662076244,,SJN3    ,WN65,,KBFI,,172M,,N9898Q
e48ba8,1662012162.0,,1662016406,,TAM8071 ,,,SDTB,,777 32WER,B77W,PT-MUE
02a197,1662033176.0,,1662038571,,TAR712  ,GMMN,,,,Airbus A320-251N,A20N,TS-IMX
155c53,1662064206.0,,1662066415,,SDM6796 ,,,,,Sukhoi Superjet 100-95B,SU95,RA-89171
34610d,1662058854.0,1662058834.0,1662061497,,VLG56BC ,LEZL,LEZL,,LEBB,A320-271N,A20N,EC-NCG
440c96,1662059039.0,,1662065819,,EJU81TQ ,EGKK,,,,Airbus A320-214,A320,OE-ICJ
44ccc3,1662023725.0,,1662030730,,BEL359R ,EBBR,,,,A330-342,A333,OO-SFC
471f80,1662049379.0,,1662055719,,WZZ1FY  ,EDLW,,,,A320 232SL,A320,HA-LYE
471fa9,1662066884.0,,1662070669,,WZZ2011 ,LOWW,,,,,,
47875c,1662058428.0,,1662059773,,NOZ418  ,ENGM,,,,737-8JP (W),B738,LN-DYR
4952c1,1662068915.0,1662068916.0,1662070557,,TAP182M ,LPPT,LPPT,,LPLA,A320 251N ,A20N,CS-TVA
4d2255,1662059665.0,1662059600.0,1662062423,,RYR7ZL  ,LIME,LIME,,LIRN,Boeing 737-8AS,B738,9H-QDI
71c504,1662062151.0,,1662069984,,ABL752  ,,,,,,,
76b4ed,1662053195.0,,1662067164,,SIA441  ,,,,,737NG 8SA/W,B738,9V-MGM
76bcc3,1662035288.0,,1662041083,,TGW391  ,RPLL,,,,787 8,B788,9V-OFC
76cdb2,1662022155.0,,1662023696,,SIA449  ,,,,,Airbus A350 941,A359,9V-SMR
8965b2,1662058014.0,,1662059230,,FDB1303 ,OMDB,,,,Boeing 737 MAX 8,B38M,A6-FMV
8991a8,1662033291.0,,1662040273,,CAL163  ,RKSI,,RCTP,,A330 302,A333,B-18360
a0107f,1662074237.0,,1662075368,,N103GR  ,KCLT,,,,560XL,,N103GR
a04a01,1662069414.0,,1662071674,,AER47   ,PANC,,,,1900C,B190,N118AX
a065a0,1662036789.0,,1662047852,,N1245L  ,KBED,,,,45,LJ45,N1245L
a3979f,1662061464.0,,1662076420,,UPS2932 ,,,KONT,,767-34AF,B763,N330UP
a6e140,1662073897.0,,1662075893,,VOI667  ,,,,,A321-271N,,N542VL
a80677,1662071780.0,,1662073354,,EJA616  ,KSFO,,NV13,,680A,C56X,N616QS
a8e60e,1662074416.0,,1662076377,,WIG1031 ,54ME,,KMHT,,C-99,BE99,N6724D
a9a5a2,1662059659.0,,1662068999,,XOJ720  ,KAUO,,,,750,,N720XJ
aa6ab4,1662067566.0,,1662076281,,NJM770  ,KDPA,,FL86,,45,,N770TD
aaab73,1662031975.0,,1662034088,,LYM1430 ,KDEN,,,,SA227BC,SW4,N787KL
aaf0c6,1662005301.0,,1662013498,,AAL957P ,KMIA,,,,787-8,B788,N804AN
acbc60,1662061229.0,,1662066509,,EDG92   ,KIAD,,,,GULFSTREAM G280,G280,N92FT
ae1192,1662045101.0,,1662049197,,LOBO474 ,KBUF,,,,UC-35D Citation,C560,166474
ada9bd,1662047320.0,,1662048735,,N98KS   ,,,KBDG,,King Air C90B,BE9L,N98KS
e4943f,1662061638.0,,1662063171,,GLO7717 ,,,SDTB,,737-8 MAX	,B38M,737-8 MAX	
e48dbd,1662047827.0,,1662049003,,N       ,,,,,Phenom 100,E50P,PP-OLY
020072,1662072009.0,,1662072927,,RAM403  ,GMMN,,,,737NG 8B6/W,B738,CN-ROL
400397,1662073934.0,,1662076509,,IWY787  ,TBPB,,,,Embraer ERJ-145LR,E145,VQ-TLR
4066ab,1662031579.0,,1662035029,,VIR133V ,EGLL,,,,AIRBUS A330-343,A333,G-VRAY
511156,1662043730.0,,1662055751,,ART1106 ,EDDF,,,,,,
4a068b,1662059089.0,,1662061315,,ROT809Q ,LROP,,,,,AT76,YR-ATK
4bcdf4,1662065227.0,,1662067008,,SXS6B   ,,,,,737-8Z9,B738,TC-SOT
710124,1662047808.0,1662047824.0,1662057383,,SVA216  ,EHAM,EHAM,,OEJN,787 9,B789,HZ-AR13
732542,1662052824.0,,1662062758,,IRA710  ,EGLL,,,,A330 243,A332,EP-IJB
780a7b,1662058773.0,,1662062543,,HKC829  ,VHHH,,,,A330 243F,A332,B-LNV
8014df,1662058869.0,,1662069801,,IGO1406 ,OMSJ,,,,,,
841442,1662029058.0,,1662033176,,SFJ87   ,RJTT,,RJDC,,A320 214,A320,JA05MC
a02c7b,1662056303.0,,1662066353,,N110CX  ,,,,,750,C750,N110CX
a18a1c,1662068290.0,,1662071953,,FDX755  ,,,,,767-300F,,N199FE
a2e928,1662068405.0,,1662070318,,JTZ610  ,,,,,,,
a4d38a,1662073963.0,,1662076422,,N41UA   ,KADS,,KFYV,,45,LJ40,N41UA
a6bcc8,1662047106.0,,1662053197,,NKS820  ,KORD,,,,A319-132,A319,N533NK
aa0a93,1662067431.0,,1662073276,,N746TX  ,KCOS,,,,HAWKER 800XP,,N746TX
aa40f5,1662075259.0,,1662076256,,N76UD   ,77LL,,KPVB,,172S,,N76UD
aa479a,1662041883.0,,1662042928,,N7610C  ,KBOI,,22ID,,TU206G,,N7610C
ad9dda,1662055833.0,,1662064107,,N977CB  ,KLAX,,,,GIV SP,GLF4,N977CB
aca73f,1662057625.0,,1662059367,,N914TQ  ,KPIE,,,,EMB-500,E50P,N914TQ
ae63f0,1662051442.0,,1662052191,,MN01    ,,,KLFI,,,,
e0b0c5,1662068685.0,,1662070208,,FBZ5270 ,SABE,,,,Boeing 737-8Q8,B738,LV-KCE
e491ae,1662064641.0,,1662067296,,TAM3325 ,SBGL,,SBMT,,A321 211SL,A321,PT-XPI
e49830,1662074869.0,,1662076558,,AZU4331 ,,,SBKP,,A321-251NX,A21N,PR-YJF
e48df6,1662065486.0,,1662066989,,TAM4785 ,,,SDVH,,777 32WER,B77W,PT-MUI
e8020f,1661992198.0,,1662076527,,LAN603  ,KLAX,,SDTB,,787 8,B788,CC-BBJ
e8060b,1662066708.0,,1662067375,,JAP7363 ,,,,,,,CC-AWL
06a0a7,1661994475.0,,1661997059,,QTR6K   ,OTHH,,,,787-8 Dreamliner,B788,A7-BCC
06a30c,1662063491.0,,1662072257,,QTR8988 ,VTBS,,,,777-F ,B77F,A7-BFY
151e0c,1662066282.0,,1662076686,,PBD249  ,UUWW,,URML,,Boeing 737-8MC,B738,RA-73228
151da5,1662058448.0,,1662063952,,AFL1406 ,UUEE,,,,737-8LJ ,B738,RA-73125
0d0e46,1662051916.0,,1662053788,,VOI333  ,,,,,,,
4792d3,1662061235.0,,1662062560,,NOZ550  ,ENGM,,,,Boeing 737-8KN,B738,LN-NIL
495308,1662030286.0,,1662034739,,TAP1531 ,LPPT,,,,A321-251NX(LR),,CS-TXH
507c48,1662026765.0,,1662075920,,UZB527  ,LTFM,,,,767 33PER,B763,UK67005
4bb02a,1662068156.0,,1662069596,,THY6WL  ,LTFJ,,,,Boeing 737 MAX 8,B38M,TC-LAJ
4bb06e,1662061903.0,,1662070899,,THY1608 ,EDDS,,,,Boeing 737 MAX 8,B38M,TC-LCN
4baa74,1662069847.0,,1662071035,,THY47J  ,,,,,A321 231SL,A321,TC-JST
71005f,1662029754.0,,1662039598,,SVA801  ,OPMT,,,,777 368ER,B77W,HZ-AK20
71c312,1662071685.0,,1662073212,,KAL1601 ,RKSS,,,,A220-300,BCS3,HL8312
7583f8,1662074601.0,,1662076529,,CEB157  ,RPLC,,,,A320 214SL,A320,RP-C4108
76cce1,1662001086.0,,1662069496,,SIA23   ,KJFK,,WIDD,,A350-900,,9V-SGA
88105a,1662042468.0,,1662044999,,NOK109  ,,,,,737NG 800/W,B738,HS-DBZ
89602b,1662037918.0,,1662042479,,YASAT06 ,OMAM,,,,P-180 Avanti II,P180,1208
89638e,1662055528.0,,1662059065,,ABY614  ,OMSJ,,,,A320 214SL,A320,A6-ANU
89646b,1662064755.0,,1662073333,,FDB343  ,OMDB,,,,737NG 8KN/W,B738,A6-FGD
8990d7,1662013971.0,,1662025344,,EVA6072 ,VTBS,,,,777 35EER,B77W,B-16708
8991b4,1662043439.0,,1662047429,,CAL922  ,VHHH,,,,A330 302,A333,B-18306
7c5301,1662075037.0,,1662076664,,QLK322D ,YBBN,,,,DHC-8 402,DH8D,VH-QOJ
7c6b0c,1662073374.0,,1662074997,,JST854  ,YMML,,,,A320 232,A320,VH-VFI
a06a71,1662059531.0,,1662062267,,N126ES  ,PAMR,,,,208B,,N126ES
a0a1b7,1662060545.0,,1662066441,,N14QB   ,TJSJ,,,,HA-420,,N14QB
a2b10d,1662059750.0,,1662076319,,UAL2120 ,KSEA,,KEWR,,737-8,,N27253
a63f8d,1662015888.0,,1662020513,,VOC9052 ,MGGT,,,,A319-133,A319,N501VL
a66346,1662069313.0,,1662073465,,AAL747  ,KDFW,,,,A321-231,A321,N510UW
a79898,1662067691.0,,1662069503,,DAL565  ,KSEA,,,,757-351,B753,N589NW
a80162,1662065636.0,,1662068241,,ASA71   ,KSEA,,,,737-790,B737,N615AS
a89578,1662055882.0,,1662057205,,N652PL  ,1MU8,,,,PA-31-350,,N652PL
a7c79c,1662065515.0,,1662068745,,N600DT  ,KTHV,,42VA,,PA-46-600TP,,N600DT
aa142c,1662001517.0,,1662003219,,N749CA  ,KHHR,,KL35,,421C,,N749CA
ab453e,1662073408.0,,1662075224,,GAJ825  ,KBFI,,,,King Air B350,B350,N825UP
ab3d46,1662071619.0,,1662076258,,ASI515  ,KDVT,,KDVT,,PA-28-181,,N823PA
ab4a39,1662074386.0,,1662076529,,N8265S  ,KCFE,,MN15,,PA-28-140,,N8265N
aaaf2a,1662037356.0,,1662038513,,LYM1180 ,KDEN,,,,SA227-AC,SW4,N788KL
ae54e6,1662057489.0,,1662058430,,RNGR820 ,,,,,,,
c02207,1662062711.0,,1662073134,,SWG620  ,CYYZ,,,,737-8 (Boeing),,C-FMXA
e493e0,1662055537.0,,1662057179,,PRPIL   ,,,SBSP,,Pilatus PC-12 NG,PC12,PR-PIL
01010b,1662039019.0,,1662052568,,MSR654  ,,,,,737NG 866/W,B738,SU-GDC
06a0ba,1662072329.0,,1662074873,,QTR4X   ,OTHH,,,,787 8,B788,A7-BCV
155c02,1662044236.0,,1662046187,,LLM437  ,,,,,,,
4bb84d,1662068319.0,,1662070180,,PGT2212 ,LTFJ,,,,,,
4d02bd,1662047787.0,,1662050603,,JFA78C  ,LIML,,,,Pilatus PC-12 NG,PC12,LX-JFD
4cac14,1662040474.0,,1662049555,,KZR576  ,,,,,,A21N,EI-KGE
710093,1662075290.0,,1662076790,,SVA1128 ,,,,,A321 211,A321,HZ-ASK
7110fa,1662074555.0,,1662075989,,FAD438  ,,,,,,,
7335c9,1662072186.0,,1662072846,,IRB9726 ,,,,,A300 B4-603,A306,EP-MNI
76cda5,1662014715.0,,1662025473,,SIA883  ,VHHH,,WSAC,,A350 941,A359,9V-SME
78100d,1662022243.0,,1662037197,,SNG4302 ,,,,,,,
78168f,1662007444.0,,1662012647,,CSN8138 ,VTBS,,,,Boeing 787-9 Dreamliner,B789,B-20AA
84183d,1662007194.0,,1662009637,,JAL4691 ,RJTT,,,,,,
8859d4,1662003867.0,,1662004737,,HSVNT   ,VTBD,,,,G200,G200,HS-VNT
896c28,1662006614.0,,1662009232,,FRS21   ,,,,,PC-21,PC21,958
899095,1662009400.0,1662009369.0,1662020497,,EVA062  ,VTBS,LOWW,,VTBS,787-10,B78X,B-17805
7c15bf,1662070585.0,,1662071996,,RXA6166 ,YSSY,,YBTH,,340B,SF34,VH-EKX
a27e4d,1662058179.0,,1662061307,,N26T    ,,,,,560XL,C56X,N26T
a35e6c,1662025004.0,,1662027345,,N316PM  ,KAPA,,,,PC-12/45,PC12,N316PM
a2e47f,1662071026.0,,1662076242,,HGT5232 ,KHIO,,KSJC,,EMB-145XR,E45X,N286CH
a455ea,1662052879.0,,1662054893,,HAL19   ,KSMF,,,,A330-243,A332,N379HA
a496cb,1662071823.0,,1662074843,,EJA395  ,KTEB,,VA14,,EMB-505,E55P,N395QS
a3e2f6,1662069581.0,,1662073278,,N35FE   ,,,,,BD-100-1A10,CL30,N35FE
a8690e,1662044090.0,,1662044749,,CSQ965  ,KMIA,,,,SF340A,SF34,N641BC
aa831e,1662067693.0,,1662076201,,N777AX  ,KSUA,,KACY,,S550,C550,N777AX
ad4bca,1662067856.0,,1662071857,,JRE956  ,KSJC,,,,750,,N956JS
ad9e66,1661995585.0,,1662000453,,N977HS  ,,,,,G550,G550,N977HS
add660,1662040883.0,,1662042788,,AMF2870 ,KPHX,,KE51,,Beech 99 C,BE99,N991AF
c05da4,1662053844.0,,1662063999,,WJA2702 ,CYYZ,,,,737-8CT (Boeing),B738,C-GJLZ
c07515,1662070648.0,,1662076787,,CGSIU   ,CYOO,,CYOO,,Diamond DA-40 NG,DA40,C-GSIU
151d80,1662064342.0,,1662069146,,UTA253  ,UUWW,,,,737-8GU ,B738,RA-73088
0d0a7a,1662075882.0,,1662076671,,SLI344  ,,,,,EMB-190 AR,E190,XA-AEF
4241e9,1662019894.0,,1662031305,,KNE251  ,OERK,,,,A320 214,A320,VP-CXC
3b7766,1662022549.0,,1662045574,,CTM2075 ,GOBD,,,,,,
4aca15,1662057924.0,,1662059665,,NSZ1KM  ,ESSA,,,,Boeing 737-8AS (W),B738,SE-RPU
4bb14f,1662015578.0,,1662020652,,THY6528 ,,,,,Boeing 777-F,,TC-LJO
4bb1c5,1662051262.0,1662051263.0,1662062316,,THY70U  ,LEMD,LEMD,LTBU,LTFM,A330 303,A333,TC-LNE
4bb4e4,1662018141.0,,1662024828,,MGH884  ,LZIB,,,,,,
4baacd,1662064648.0,,1662065953,,THY4DG  ,,,,,737NG 8F2/W,B738,TC-JVM
706051,1662049344.0,,1662062329,,KAC132  ,LEMG,,,,A330 243,A332,9K-APE
76cc6f,1662001134.0,,1662003033,,SIA224  ,,,,,Boeing 787-10 Dreamliner,B78X,9V-SCO
8004c6,1662024351.0,,1662028845,,VTRSR   ,VIDP,,,,Hawker 750,H750,VT-RSR
8014d8,1662063703.0,,1662066583,,IGO6406 ,,,,,,,
800b05,1662061706.0,,1662064324,,BDA481  ,VIDP,,,,757 28APCF,B752,VT-BDQ
800d03,1662045304.0,,1662046549,,SEJ4053 ,VOTP,,,,De Havilland Canada Dash 8-400,DH8D,VT-SQA
800cbf,1662017625.0,,1662025940,,IGO7929 ,,,,,,,
8881a7,1662071052.0,,1662072399,,VJC771  ,,,,,Airbus A321-211,A321,VN-A522
89642b,1662071502.0,,1662074584,,ETD1SX  ,OMAA,,,,A321 231SL,A321,A6-AEF
8991b8,1662005365.0,,1662017121,,CAL834  ,VTBS,,,,A330 302,A333,B-18310
7c4414,1662070782.0,,1662072288,,NWK1616 ,YPPH,,,,F28 MK 0100,F100,VH-NQE
a17ecd,1662064036.0,,1662070253,,DAL981  ,KATL,,,,767-332,B763,N196DN
a1a0ff,1662067054.0,,1662075880,,N204BG  ,KTRK,,,,560,C560,N204BG
a2a2fc,1662038957.0,,1662040840,,LYM1502 ,KDEN,,25NE,,SA227-AC,SW4,N2691W
a4329f,1662074985.0,,1662076427,,N37NA   ,CA66,,CA66,,DA 40,,N37NA
a44918,1662057913.0,,1662059369,,UAL2623 ,KSFO,,,,737-9,,N37523
a55aed,1662074787.0,,1662076468,,QXE2136 ,KSEA,,,,DHC-8-402,DH8D,N444QX
a4f431,1662030547.0,,1662036071,,N4180A  ,KAUS,,5TA4,,PA46-500TP,P46T,N4180A
a78ffa,1662041269.0,,1662043072,,ASA809  ,KPDX,,,,737-890,B738,N587AS
a79c54,1662068663.0,,1662076253,,N59PA   ,,,KSGR,,390,PRM1,N59PA
aa3211,1662057347.0,,1662059361,,N756TW  ,KMLE,,,,TBM 700,TBM8,N756TW
ab8820,1662059283.0,,1662072591,,N842JS  ,KIAD,,KPIB,,560XL,C56X,N842JS
ac5c6e,1662075666.0,,1662076787,,N896JH  ,KSGF,,K2MO,,EMB-505,E55P,N896JH
c063c8,1662071710.0,,1662073139,,CWA927  ,CYYC,,,,B200GT (Beech),,C-GLUL
c819df,1662074764.0,,1662075495,,ANZ301L ,NZWN,,,,DHC-8 311Q,DH8C,ZK-NEO
c82518,1662070718.0,,1662076319,,ZKITJ   ,NZOM,,NZOM,,Airbus Helicopters H125,AS50,ZK-ITJ
0d09ce,1662071271.0,,1662072317,,VIV1352 ,,,,,A320 232SL,A320,XA-VAU
